i,t,m,Rural
0198-001,2014-15,Dar Es Salaam,0
0199-001,2012-13,Mainland Rural,1
0199-001,2014-15,Dar Es Salaam,0
0199-008,2014-15,Mainland Other Urban,0
0200-001,2012-13,Mainland Rural,1
0200-001,2014-15,Dar Es Salaam,0
0201-001,2012-13,Mainland Rural,1
0201-001,2014-15,Dar Es Salaam,0
2010100010148,2008-09,Mainland Rural,1
201010001014801,2010-11,Mainland Rural,1
2010100010263,2008-09,Mainland Rural,1
201010001026301,2010-11,Mainland Rural,1
2010100010297,2008-09,Mainland Rural,1
201010001029701,2010-11,Mainland Rural,1
2010100010336,2008-09,Mainland Rural,1
201010001033601,2010-11,Mainland Rural,1
2010100010511,2008-09,Mainland Rural,1
201010001051101,2010-11,Mainland Rural,1
2010100010558,2008-09,Mainland Rural,1
201010001055801,2010-11,Mainland Rural,1
2010100010656,2008-09,Mainland Rural,1
201010001065601,2010-11,Mainland Rural,1
2010100010785,2008-09,Mainland Rural,1
201010001078501,2010-11,Mainland Rural,1
2010110010048,2008-09,Mainland Rural,1
201011001004801,2010-11,Mainland Rural,1
2010110010206,2008-09,Mainland Rural,1
201011001020601,2010-11,Mainland Rural,1
2010110010209,2008-09,Mainland Rural,1
201011001020901,2010-11,Mainland Rural,1
2010110010246,2008-09,Mainland Rural,1
201011001024601,2010-11,Mainland Rural,1
201011001024604,2010-11,Mainland Rural,1
2010110010259,2008-09,Mainland Rural,1
201011001025901,2010-11,Mainland Rural,1
2010110010300,2008-09,Mainland Rural,1
201011001030001,2010-11,Mainland Rural,1
2010110010304,2008-09,Mainland Rural,1
201011001030401,2010-11,Mainland Rural,1
201011001030402,2010-11,Mainland Rural,1
201011001030409,2010-11,Mainland Rural,1
2010110010305,2008-09,Mainland Rural,1
201011001030501,2010-11,Mainland Rural,1
0202-001,2012-13,Mainland Rural,1
0202-002,2014-15,Dar Es Salaam,1
2020113030006,2008-09,Mainland Other Urban,0
202011303000601,2010-11,Mainland Rural,1
202011303000602,2010-11,Mainland Other Urban,0
2020113030055,2008-09,Mainland Other Urban,0
202011303005501,2010-11,Mainland Rural,1
2020113030086,2008-09,Mainland Other Urban,0
202011303008601,2010-11,Mainland Other Urban,0
2020113030090,2008-09,Mainland Other Urban,0
202011303009001,2010-11,Mainland Other Urban,0
2020113030116,2008-09,Mainland Other Urban,0
202011303011601,2010-11,Mainland Other Urban,0
2020113030155,2008-09,Mainland Other Urban,0
202011303015501,2010-11,Mainland Rural,1
2020113030158,2008-09,Mainland Other Urban,0
202011303015801,2010-11,Mainland Rural,1
2020113030193,2008-09,Mainland Other Urban,0
202011303019301,2010-11,Mainland Rural,1
202011303019305,2010-11,Mainland Other Urban,0
2020120010059,2008-09,Mainland Rural,1
202012001005901,2010-11,Mainland Rural,1
2020120010185,2008-09,Mainland Rural,1
202012001018501,2010-11,Mainland Rural,1
2020120010214,2008-09,Mainland Rural,1
202012001021401,2010-11,Mainland Rural,1
2020120010216,2008-09,Mainland Rural,1
202012001021601,2010-11,Mainland Rural,1
2020120010217,2008-09,Mainland Rural,1
202012001021701,2010-11,Mainland Rural,1
2020120010223,2008-09,Mainland Rural,1
202012001022301,2010-11,Mainland Rural,1
2020120010498,2008-09,Mainland Rural,1
202012001049801,2010-11,Mainland Rural,1
2020120010586,2008-09,Mainland Rural,1
202012001058601,2010-11,Mainland Other Urban,0
2020243050088,2008-09,Mainland Other Urban,0
202024305008801,2010-11,Mainland Other Urban,0
2020243050148,2008-09,Mainland Other Urban,0
202024305014801,2010-11,Mainland Other Urban,0
2020243050176,2008-09,Mainland Other Urban,0
202024305017601,2010-11,Mainland Other Urban,0
202024305017608,2010-11,Mainland Other Urban,0
202024305017609,2010-11,Mainland Rural,1
2020243050217,2008-09,Mainland Other Urban,0
202024305021701,2010-11,Mainland Other Urban,0
2020243050283,2008-09,Mainland Other Urban,0
202024305028301,2010-11,Mainland Other Urban,0
2020243050297,2008-09,Mainland Other Urban,0
202024305029701,2010-11,Mainland Other Urban,0
2020243050317,2008-09,Mainland Other Urban,0
202024305031701,2010-11,Mainland Other Urban,0
2020243050336,2008-09,Mainland Other Urban,0
202024305033601,2010-11,Mainland Other Urban,0
0203-001,2012-13,Mainland Rural,1
0203-001,2014-15,Dar Es Salaam,0
2030090020044,2008-09,Mainland Rural,1
203009002004401,2010-11,Mainland Rural,1
2030090020115,2008-09,Mainland Rural,1
203009002011501,2010-11,Mainland Rural,1
2030090020193,2008-09,Mainland Rural,1
203009002019301,2010-11,Mainland Rural,1
2030090020317,2008-09,Mainland Rural,1
203009002031701,2010-11,Mainland Rural,1
2030090020483,2008-09,Mainland Rural,1
203009002048301,2010-11,Mainland Rural,1
2030090020628,2008-09,Mainland Rural,1
203009002062801,2010-11,Mainland Rural,1
2030090020685,2008-09,Mainland Rural,1
203009002068501,2010-11,Mainland Rural,1
2030090021156,2008-09,Mainland Rural,1
203009002115601,2010-11,Mainland Rural,1
2030103570003,2008-09,Mainland Other Urban,0
203010357000301,2010-11,Mainland Other Urban,0
2030103570004,2008-09,Mainland Other Urban,0
203010357000401,2010-11,Mainland Other Urban,0
2030103570038,2008-09,Mainland Other Urban,0
203010357003801,2010-11,Mainland Other Urban,0
2030103570039,2008-09,Mainland Other Urban,0
203010357003901,2010-11,Mainland Other Urban,0
2030103570060,2008-09,Mainland Other Urban,0
203010357006001,2010-11,Mainland Other Urban,0
2030103570078,2008-09,Mainland Other Urban,0
203010357007801,2010-11,Mainland Other Urban,0
2030103570083,2008-09,Mainland Other Urban,0
203010357008301,2010-11,Mainland Other Urban,0
2030103570124,2008-09,Mainland Other Urban,0
203010357012401,2010-11,Mainland Other Urban,0
2030130190001,2008-09,Mainland Other Urban,0
203013019000101,2010-11,Mainland Other Urban,0
2030130190008,2008-09,Mainland Other Urban,0
203013019000801,2010-11,Mainland Other Urban,0
2030130190044,2008-09,Mainland Other Urban,0
203013019004401,2010-11,Mainland Other Urban,0
2030130190068,2008-09,Mainland Other Urban,0
203013019006801,2010-11,Mainland Other Urban,0
2030130190101,2008-09,Mainland Other Urban,0
203013019010101,2010-11,Mainland Other Urban,0
2030130190153,2008-09,Mainland Other Urban,0
203013019015301,2010-11,Mainland Other Urban,0
2030130190155,2008-09,Mainland Other Urban,0
203013019015501,2010-11,Mainland Other Urban,0
2030130190229,2008-09,Mainland Other Urban,0
203013019022901,2010-11,Mainland Other Urban,0
2030140160006,2008-09,Mainland Other Urban,0
203014016000601,2010-11,Mainland Other Urban,0
2030140160050,2008-09,Mainland Other Urban,0
203014016005001,2010-11,Mainland Other Urban,0
203014016005002,2010-11,Mainland Other Urban,0
2030140160054,2008-09,Mainland Other Urban,0
203014016005401,2010-11,Mainland Other Urban,0
2030140160055,2008-09,Mainland Other Urban,0
203014016005501,2010-11,Mainland Other Urban,0
2030140160086,2008-09,Mainland Other Urban,0
203014016008601,2010-11,Mainland Other Urban,0
2030140160090,2008-09,Mainland Other Urban,0
203014016009001,2010-11,Mainland Other Urban,0
2030140160091,2008-09,Mainland Other Urban,0
203014016009101,2010-11,Mainland Other Urban,0
2030140160114,2008-09,Mainland Other Urban,0
203014016011401,2010-11,Mainland Other Urban,0
0204-001,2012-13,Mainland Rural,1
0204-001,2014-15,Dar Es Salaam,0
0204-008,2014-15,Dar Es Salaam,0
2040010010036,2008-09,Mainland Rural,1
204001001003601,2010-11,Mainland Rural,1
2040010010225,2008-09,Mainland Rural,1
204001001022501,2010-11,Mainland Rural,1
2040010010296,2008-09,Mainland Rural,1
204001001029601,2010-11,Mainland Rural,1
204001001029605,2010-11,Mainland Rural,1
2040010010301,2008-09,Mainland Rural,1
204001001030101,2010-11,Mainland Rural,1
2040010010327,2008-09,Mainland Rural,1
204001001032701,2010-11,Mainland Rural,1
2040010010391,2008-09,Mainland Rural,1
2040010010585,2008-09,Mainland Rural,1
204001001058501,2010-11,Mainland Rural,1
2040010010729,2008-09,Mainland Rural,1
204001001072901,2010-11,Mainland Rural,1
2040010020178,2008-09,Mainland Rural,1
204001002017801,2010-11,Mainland Other Urban,0
2040010020279,2008-09,Mainland Rural,1
204001002027901,2010-11,Mainland Other Urban,0
2040010020312,2008-09,Mainland Rural,1
204001002031201,2010-11,Mainland Other Urban,0
2040010020416,2008-09,Mainland Rural,1
204001002041601,2010-11,Mainland Rural,1
2040010020448,2008-09,Mainland Rural,1
204001002044801,2010-11,Mainland Other Urban,0
2040010020554,2008-09,Mainland Rural,1
204001002055401,2010-11,Mainland Other Urban,0
2040010020792,2008-09,Mainland Rural,1
204001002079201,2010-11,Mainland Other Urban,0
2040010020800,2008-09,Mainland Rural,1
204001002080001,2010-11,Mainland Other Urban,0
0205-001,2012-13,Mainland Rural,1
0205-001,2014-15,Dar Es Salaam,0
2050020070028,2008-09,Mainland Rural,1
205002007002801,2010-11,Mainland Rural,1
2050020070042,2008-09,Mainland Rural,1
205002007004201,2010-11,Mainland Rural,1
2050020070044,2008-09,Mainland Rural,1
205002007004401,2010-11,Mainland Rural,1
2050020070115,2008-09,Mainland Rural,1
205002007011501,2010-11,Mainland Rural,1
2050020070124,2008-09,Mainland Rural,1
205002007012401,2010-11,Mainland Rural,1
2050020070175,2008-09,Mainland Rural,1
205002007017501,2010-11,Mainland Rural,1
205002007017503,2010-11,Mainland Rural,1
2050020070193,2008-09,Mainland Rural,1
2050020070355,2008-09,Mainland Rural,1
205002007035501,2010-11,Mainland Rural,1
2050100010080,2008-09,Mainland Rural,1
205010001008001,2010-11,Mainland Rural,1
2050100010083,2008-09,Mainland Rural,1
205010001008301,2010-11,Mainland Rural,1
2050100010111,2008-09,Mainland Rural,1
205010001011101,2010-11,Mainland Rural,1
2050100010126,2008-09,Mainland Rural,1
205010001012601,2010-11,Mainland Rural,1
2050100010162,2008-09,Mainland Rural,1
205010001016201,2010-11,Mainland Rural,1
2050100010261,2008-09,Mainland Rural,1
205010001026101,2010-11,Mainland Rural,1
2050100010293,2008-09,Mainland Rural,1
205010001029301,2010-11,Mainland Rural,1
2050100010307,2008-09,Mainland Rural,1
205010001030701,2010-11,Mainland Rural,1
205010001030704,2010-11,Mainland Rural,1
0206-001,2012-13,Mainland Rural,1
0207-001,2012-13,Mainland Rural,1
0208-001,2012-13,Mainland Rural,1
0208-001,2014-15,Dar Es Salaam,0
0208-004,2014-15,Mainland Other Urban,0
0208-005,2014-15,Dar Es Salaam,0
0209-001,2012-13,Mainland Rural,1
0209-001,2014-15,Dar Es Salaam,0
0209-003,2012-13,Mainland Rural,1
0210-001,2012-13,Mainland Rural,1
0210-001,2014-15,Dar Es Salaam,0
0210-002,2014-15,Mainland Other Urban,0
0211-001,2012-13,Mainland Rural,1
0211-001,2014-15,Dar Es Salaam,0
0211-005,2014-15,Dar Es Salaam,0
0211-006,2014-15,Dar Es Salaam,0
0212-001,2012-13,Mainland Rural,1
0212-001,2014-15,Dar Es Salaam,0
0213-001,2012-13,Mainland Rural,1
0214-001,2012-13,Mainland Rural,1
0214-001,2014-15,Mainland Other Urban,0
0215-001,2012-13,Mainland Rural,1
0215-001,2014-15,Dar Es Salaam,0
0215-003,2012-13,Dar Es Salaam,0
0215-004,2012-13,Dar Es Salaam,0
0216-001,2012-13,Mainland Rural,1
0216-001,2014-15,Dar Es Salaam,0
0216-006,2014-15,Dar Es Salaam,0
0217-001,2012-13,Mainland Rural,1
0217-001,2014-15,Dar Es Salaam,0
0217-002,2014-15,Mainland Other Urban,0
0217-004,2012-13,Mainland Rural,1
0218-001,2012-13,Mainland Rural,1
0218-001,2014-15,Dar Es Salaam,0
0219-001,2012-13,Mainland Rural,1
0219-001,2014-15,Mainland Other Urban,0
0219-005,2014-15,Mainland Other Urban,0
0220-001,2012-13,Mainland Rural,1
0220-001,2014-15,Dar Es Salaam,1
0221-001,2012-13,Mainland Rural,1
0221-001,2014-15,Dar Es Salaam,0
0222-001,2012-13,Mainland Rural,1
0222-001,2014-15,Dar Es Salaam,1
0222-003,2012-13,Mainland Other Urban,0
0222-004,2012-13,Mainland Rural,1
0223-001,2014-15,Mainland Rural,1
0223-002,2012-13,Mainland Rural,1
0224-001,2012-13,Mainland Rural,1
0224-001,2014-15,Mainland Other Urban,0
0225-001,2012-13,Mainland Rural,1
0225-001,2014-15,Dar Es Salaam,1
0226-001,2012-13,Mainland Rural,1
0226-001,2014-15,Dar Es Salaam,1
0226-003,2012-13,Dar Es Salaam,0
0227-001,2012-13,Dar Es Salaam,0
0227-001,2014-15,Dar Es Salaam,0
0228-001,2012-13,Mainland Rural,1
0228-001,2014-15,Dar Es Salaam,1
0228-003,2012-13,Mainland Rural,1
0229-001,2012-13,Mainland Rural,1
0229-001,2014-15,Dar Es Salaam,1
0230-001,2012-13,Mainland Rural,1
0230-001,2014-15,Dar Es Salaam,0
0231-001,2012-13,Mainland Rural,1
0231-001,2014-15,Dar Es Salaam,0
0232-001,2012-13,Mainland Rural,1
0232-001,2014-15,Dar Es Salaam,0
0233-001,2012-13,Mainland Rural,1
0233-001,2014-15,Dar Es Salaam,0
0234-001,2012-13,Mainland Rural,1
0234-001,2014-15,Mainland Other Urban,0
0235-001,2012-13,Mainland Rural,1
0235-001,2014-15,Dar Es Salaam,0
0235-003,2014-15,Mainland Rural,1
0236-001,2014-15,Mainland Rural,1
0236-002,2012-13,Mainland Rural,1
0236-005,2014-15,Mainland Other Urban,0
0237-001,2012-13,Mainland Rural,1
0237-001,2014-15,Dar Es Salaam,0
0238-001,2012-13,Mainland Rural,1
0238-001,2014-15,Dar Es Salaam,0
0239-001,2012-13,Mainland Rural,1
0239-001,2014-15,Dar Es Salaam,0
0239-106,2014-15,Dar Es Salaam,1
0240-001,2012-13,Mainland Rural,1
0240-001,2014-15,Dar Es Salaam,0
0241-001,2012-13,Mainland Rural,1
0241-001,2014-15,Dar Es Salaam,0
0241-004,2012-13,Mainland Rural,1
0242-001,2012-13,Mainland Rural,1
0242-001,2014-15,Dar Es Salaam,0
0243-001,2012-13,Mainland Rural,1
0243-001,2014-15,Mainland Other Urban,0
0243-003,2012-13,Mainland Other Urban,0
0244-001,2012-13,Mainland Rural,1
0244-001,2014-15,Dar Es Salaam,0
0245-001,2012-13,Mainland Rural,1
0245-001,2014-15,Dar Es Salaam,0
0246-001,2012-13,Mainland Rural,1
0246-004,2012-13,Mainland Other Urban,0
0247-001,2012-13,Mainland Rural,1
0247-001,2014-15,Dar Es Salaam,0
0248-001,2012-13,Mainland Rural,1
0249-001,2014-15,Mainland Rural,1
0249-003,2014-15,Mainland Other Urban,0
0250-001,2012-13,Mainland Other Urban,0
0251-001,2012-13,Mainland Other Urban,0
0251-001,2014-15,Mainland Other Urban,0
0252-001,2014-15,Dar Es Salaam,0
0253-001,2012-13,Mainland Other Urban,0
0253-001,2014-15,Dar Es Salaam,0
0254-001,2012-13,Mainland Other Urban,0
0254-001,2014-15,Dar Es Salaam,0
0255-001,2012-13,Mainland Other Urban,0
0255-001,2014-15,Dar Es Salaam,0
0256-001,2012-13,Mainland Other Urban,0
0257-001,2012-13,Mainland Other Urban,0
0257-001,2014-15,Dar Es Salaam,0
0258-001,2012-13,Mainland Other Urban,0
0259-001,2012-13,Mainland Other Urban,0
0259-001,2014-15,Dar Es Salaam,0
0259-004,2014-15,Dar Es Salaam,0
0260-001,2012-13,Mainland Other Urban,0
0260-001,2014-15,Mainland Rural,1
0260-002,2012-13,Mainland Other Urban,0
0261-001,2012-13,Mainland Rural,1
0261-001,2014-15,Dar Es Salaam,0
0262-001,2012-13,Mainland Rural,1
0262-001,2014-15,Dar Es Salaam,0
0263-001,2012-13,Mainland Other Urban,0
0263-001,2014-15,Mainland Rural,1
0264-001,2012-13,Mainland Rural,1
0264-001,2014-15,Dar Es Salaam,0
0264-003,2012-13,Mainland Rural,1
0265-001,2012-13,Mainland Rural,1
0265-001,2014-15,Mainland Other Urban,0
0266-001,2012-13,Mainland Rural,1
0266-001,2014-15,Mainland Other Urban,0
0267-001,2012-13,Mainland Other Urban,0
0267-001,2014-15,Mainland Rural,1
0267-005,2012-13,Mainland Other Urban,0
0267-104,2014-15,Dar Es Salaam,0
0268-001,2012-13,Mainland Other Urban,0
0268-001,2014-15,Mainland Other Urban,0
0269-001,2012-13,Mainland Other Urban,0
0269-001,2014-15,Dar Es Salaam,0
0270-001,2012-13,Mainland Other Urban,0
0270-002,2014-15,Dar Es Salaam,0
0270-008,2012-13,Dar Es Salaam,0
0270-009,2012-13,Dar Es Salaam,0
0270-011,2012-13,Dar Es Salaam,0
0271-001,2012-13,Mainland Other Urban,0
0271-001,2014-15,Dar Es Salaam,0
0271-002,2014-15,Dar Es Salaam,0
0272-001,2012-13,Mainland Other Urban,0
0272-001,2014-15,Dar Es Salaam,1
0273-001,2014-15,Dar Es Salaam,1
0273-003,2012-13,Mainland Other Urban,0
0273-005,2014-15,Dar Es Salaam,1
0274-001,2012-13,Mainland Other Urban,0
0274-001,2014-15,Dar Es Salaam,1
0275-001,2012-13,Mainland Other Urban,0
0275-001,2014-15,Dar Es Salaam,1
0275-004,2012-13,Mainland Other Urban,0
0276-001,2012-13,Mainland Other Urban,0
0276-001,2014-15,Dar Es Salaam,0
0276-005,2012-13,Mainland Rural,1
0277-001,2012-13,Mainland Rural,1
0277-001,2014-15,Dar Es Salaam,1
0277-008,2014-15,Dar Es Salaam,1
0278-001,2012-13,Mainland Rural,1
0278-001,2014-15,Dar Es Salaam,1
0278-002,2012-13,Dar Es Salaam,0
0279-001,2012-13,Mainland Rural,1
0279-002,2014-15,Dar Es Salaam,0
0279-003,2014-15,Mainland Other Urban,0
0279-006,2014-15,Mainland Other Urban,0
0280-001,2012-13,Mainland Rural,1
0280-001,2014-15,Dar Es Salaam,1
0281-001,2012-13,Mainland Rural,1
0281-001,2014-15,Dar Es Salaam,0
0282-001,2012-13,Mainland Rural,1
0283-001,2012-13,Mainland Rural,1
0283-001,2014-15,Dar Es Salaam,0
0283-003,2012-13,Mainland Other Urban,0
0283-003,2014-15,Dar Es Salaam,0
0284-001,2012-13,Mainland Other Urban,0
0284-001,2014-15,Dar Es Salaam,0
0284-002,2012-13,Mainland Other Urban,0
0285-001,2012-13,Mainland Rural,1
0285-001,2014-15,Dar Es Salaam,0
0286-001,2012-13,Mainland Rural,1
0286-001,2014-15,Dar Es Salaam,0
0287-001,2012-13,Mainland Other Urban,0
0287-001,2014-15,Dar Es Salaam,0
0288-001,2012-13,Mainland Rural,1
0288-001,2014-15,Dar Es Salaam,0
0289-001,2012-13,Mainland Rural,1
0289-001,2014-15,Dar Es Salaam,0
0290-001,2012-13,Mainland Rural,1
0290-001,2014-15,Dar Es Salaam,0
0291-001,2012-13,Mainland Rural,1
0291-001,2014-15,Dar Es Salaam,0
0292-001,2012-13,Mainland Other Urban,0
0292-001,2014-15,Mainland Rural,1
0293-001,2012-13,Mainland Other Urban,0
0293-001,2014-15,Dar Es Salaam,1
0294-001,2012-13,Mainland Rural,1
0294-001,2014-15,Dar Es Salaam,1
0295-001,2012-13,Mainland Rural,1
0295-001,2014-15,Mainland Rural,1
0295-002,2012-13,Mainland Other Urban,0
0296-001,2012-13,Mainland Rural,1
0296-001,2014-15,Mainland Rural,1
0297-001,2012-13,Mainland Other Urban,0
0298-001,2012-13,Mainland Rural,1
0298-006,2014-15,Dar Es Salaam,0
0299-001,2012-13,Dar Es Salaam,0
0299-001,2014-15,Mainland Rural,1
0300-001,2012-13,Mainland Rural,1
0300-001,2014-15,Mainland Rural,1
0301-001,2012-13,Mainland Rural,1
0301-001,2014-15,Mainland Rural,1
0301-005,2014-15,Mainland Rural,1
3010060030028,2008-09,Mainland Rural,1
301006003002801,2010-11,Mainland Rural,1
3010060030044,2008-09,Mainland Rural,1
301006003004401,2010-11,Mainland Rural,1
3010060030112,2008-09,Mainland Rural,1
301006003011201,2010-11,Mainland Rural,1
3010060030115,2008-09,Mainland Rural,1
301006003011501,2010-11,Mainland Rural,1
3010060030175,2008-09,Mainland Rural,1
301006003017501,2010-11,Mainland Rural,1
3010060030193,2008-09,Mainland Rural,1
301006003019301,2010-11,Mainland Rural,1
3010060030317,2008-09,Mainland Rural,1
301006003031701,2010-11,Mainland Rural,1
3010060030419,2008-09,Mainland Rural,1
301006003041901,2010-11,Mainland Rural,1
3010120020097,2008-09,Mainland Rural,1
301012002009701,2010-11,Mainland Rural,1
3010120020225,2008-09,Mainland Rural,1
301012002022501,2010-11,Mainland Rural,1
3010120020368,2008-09,Mainland Rural,1
301012002036801,2010-11,Mainland Rural,1
3010120020404,2008-09,Mainland Rural,1
301012002040401,2010-11,Mainland Rural,1
301012002040403,2010-11,Dar Es Salaam,0
3010120020676,2008-09,Mainland Rural,1
301012002067601,2010-11,Mainland Rural,1
3010120020709,2008-09,Mainland Rural,1
301012002070901,2010-11,Mainland Rural,1
3010120020794,2008-09,Mainland Rural,1
301012002079401,2010-11,Mainland Rural,1
3010120020870,2008-09,Mainland Rural,1
301012002087001,2010-11,Mainland Rural,1
3010140020148,2008-09,Mainland Rural,1
301014002014801,2010-11,Mainland Rural,1
